Algorithm,Processors,Size(bytes),Avg_Latency(us)
5,48,262144,620.80
5,48,524288,1262.52
5,48,1048576,2392.24
0,2,1,34.77
0,2,2,0.56
0,2,4,0.64
0,2,8,0.55
0,2,16,0.62
0,2,32,0.75
0,2,64,0.71
0,2,128,7.27
0,2,256,23.44
0,2,512,6.89
0,2,1024,7.04
0,2,2048,7.43
0,2,4096,20.91
0,2,8192,38.26
0,2,16384,59.78
0,2,32768,23.86
0,2,65536,16.91
0,2,131072,25.99
0,2,262144,59.25
0,2,524288,89.66
0,2,1048576,166.74
0,4,1,2.77
0,4,2,0.91
0,4,4,0.89
0,4,8,0.83
0,4,16,0.93
0,4,32,0.82
0,4,64,1.17
0,4,128,13.54
0,4,256,19.72
0,4,512,13.51
0,4,1024,29.45
0,4,2048,26.72
0,4,4096,51.55
0,4,8192,61.93
0,4,16384,85.57
0,4,32768,30.14
0,4,65536,45.46
0,4,131072,64.83
0,4,262144,134.18
0,4,524288,267.27
0,4,1048576,566.36
0,8,1,2.60
0,8,2,1.62
0,8,4,5.25
0,8,8,4.92
0,8,16,1.77
0,8,32,1.76
0,8,64,2.00
0,8,128,24.19
0,8,256,22.02
0,8,512,22.34
0,8,1024,31.73
0,8,2048,38.69
0,8,4096,64.96
0,8,8192,96.41
0,8,16384,37.61
0,8,32768,36.29
0,8,65536,65.68
0,8,131072,119.75
0,8,262144,252.16
0,8,524288,492.18
0,8,1048576,984.51
0,12,1,162.43
0,12,2,5.42
0,12,4,9.31
0,12,8,9.07
0,12,16,6.53
0,12,32,4.49
0,12,64,3.56
0,12,128,14.30
0,12,256,120.12
0,12,512,39.30
0,12,1024,36.85
0,12,2048,56.72
0,12,4096,89.43
0,12,8192,107.76
0,12,16384,47.56
0,12,32768,69.04
0,12,65536,102.54
0,12,131072,189.17
0,12,262144,392.89
0,12,524288,735.47
0,12,1048576,1407.17
0,16,1,7.40
0,16,2,2.86
0,16,4,15.54
0,16,8,7.79
0,16,16,2.47
0,16,32,1.08
0,16,64,2.17
0,16,128,56.74
0,16,256,23.96
0,16,512,43.30
0,16,1024,32.94
0,16,2048,77.50
0,16,4096,83.69
0,16,8192,117.36
0,16,16384,45.59
0,16,32768,62.54
0,16,65536,109.34
0,16,131072,196.90
0,16,262144,384.11
0,16,524288,746.38
0,16,1048576,1761.50
0,24,1,114.23
0,24,2,11.47
0,24,4,13.83
0,24,8,6.02
0,24,16,11.33
0,24,32,5.97
0,24,64,33.96
0,24,128,50.29
0,24,256,77.91
0,24,512,37.33
0,24,1024,57.52
0,24,2048,68.30
0,24,4096,120.90
0,24,8192,129.03
0,24,16384,54.21
0,24,32768,86.51
0,24,65536,163.73
0,24,131072,298.10
0,24,262144,555.62
0,24,524288,1068.12
0,24,1048576,2641.17
0,48,1,307.75
0,48,2,31.98
0,48,4,6.86
0,48,8,8.69
0,48,16,18.89
0,48,32,8.02
0,48,64,38.91
0,48,128,639.70
0,48,256,30.72
0,48,512,42.39
0,48,1024,58.53
0,48,2048,86.57
0,48,4096,84.89
0,48,8192,110.35
0,48,16384,57.71
0,48,32768,69.62
0,48,65536,114.85
0,48,131072,217.73
0,48,262144,384.44
0,48,524288,776.57
0,48,1048576,1603.71
1,2,1,1611.13
1,2,2,0.69
1,2,4,0.49
1,2,8,0.49
1,2,16,0.45
1,2,32,0.49
1,2,64,0.58
1,2,128,7.15
1,2,256,22.26
1,2,512,6.43
1,2,1024,6.65
1,2,2048,7.09
1,2,4096,33.40
1,2,8192,26.94
1,2,16384,61.49
1,2,32768,23.52
1,2,65536,18.00
1,2,131072,27.70
1,2,262144,45.24
1,2,524288,88.89
1,2,1048576,164.36
1,4,1,2.14
1,4,2,0.62
1,4,4,0.65
1,4,8,0.69
1,4,16,0.54
1,4,32,1.03
1,4,64,0.74
1,4,128,14.22
1,4,256,20.28
1,4,512,14.13
1,4,1024,24.75
1,4,2048,26.25
1,4,4096,43.36
1,4,8192,56.63
1,4,16384,66.18
1,4,32768,30.38
1,4,65536,45.73
1,4,131072,65.12
1,4,262144,133.74
1,4,524288,270.04
1,4,1048576,549.67
1,8,1,2.63
1,8,2,1.63
1,8,4,29.68
1,8,8,2.08
1,8,16,1.34
1,8,32,1.94
1,8,64,2.15
1,8,128,24.64
1,8,256,28.22
1,8,512,30.64
1,8,1024,46.82
1,8,2048,60.34
1,8,4096,87.94
1,8,8192,111.80
1,8,16384,41.03
1,8,32768,39.72
1,8,65536,63.97
1,8,131072,124.72
1,8,262144,259.94
1,8,524288,542.68
1,8,1048576,996.54
1,12,1,112.83
1,12,2,4.65
1,12,4,13.97
1,12,8,4.56
1,12,16,6.91
1,12,32,4.89
1,12,64,4.79
1,12,128,42.05
1,12,256,84.86
1,12,512,92.75
1,12,1024,71.39
1,12,2048,108.65
1,12,4096,813.97
1,12,8192,156.02
1,12,16384,41.56
1,12,32768,48.21
1,12,65536,98.20
1,12,131072,2178.69
1,12,262144,360.28
1,12,524288,861.81
1,12,1048576,1342.79
1,16,1,2.71
1,16,2,3.04
1,16,4,22.60
1,16,8,16.74
1,16,16,2.46
1,16,32,1.36
1,16,64,3.40
1,16,128,65.06
1,16,256,50.28
1,16,512,77.14
1,16,1024,58.47
1,16,2048,116.77
1,16,4096,145.43
1,16,8192,214.78
1,16,16384,52.81
1,16,32768,69.35
1,16,65536,143.08
1,16,131072,292.98
1,16,262144,564.77
1,16,524288,1073.49
1,16,1048576,1855.35
1,24,1,120.84
1,24,2,24.46
1,24,4,11.33
1,24,8,12.06
1,24,16,11.73
1,24,32,4.05
1,24,64,18.81
1,24,128,86.53
1,24,256,115.70
1,24,512,87.67
1,24,1024,122.43
1,24,2048,164.40
1,24,4096,240.81
1,24,8192,319.09
1,24,16384,70.20
1,24,32768,113.64
1,24,65536,216.44
1,24,131072,403.79
1,24,262144,790.75
1,24,524288,1605.09
1,24,1048576,2670.21
1,48,1,67.18
1,48,2,22.23
1,48,4,33.49
1,48,8,34.67
1,48,16,20.46
1,48,32,11.27
1,48,64,21.89
1,48,128,220.98
1,48,256,137.95
1,48,512,179.77
1,48,1024,181.69
1,48,2048,374.92
1,48,4096,342.17
1,48,8192,505.56
1,48,16384,48.36
1,48,32768,103.69
1,48,65536,184.58
1,48,131072,338.47
1,48,262144,689.16
1,48,524288,1346.86
1,48,1048576,2565.23
2,2,1,1547.93
2,2,2,0.61
2,2,4,0.53
2,2,8,0.60
2,2,16,0.54
2,2,32,0.51
2,2,64,0.56
2,2,128,7.04
2,2,256,23.06
2,2,512,6.83
2,2,1024,6.79
2,2,2048,7.19
2,2,4096,20.39
2,2,8192,27.07
2,2,16384,11.96
2,2,32768,48.95
2,2,65536,16.57
2,2,131072,25.23
2,2,262144,42.50
2,2,524288,88.36
2,2,1048576,166.02
2,4,1,1.92
2,4,2,0.77
2,4,4,0.65
2,4,8,0.58
2,4,16,0.62
2,4,32,0.56
2,4,64,0.76
2,4,128,15.18
2,4,256,22.74
2,4,512,14.13
2,4,1024,14.63
2,4,2048,26.30
2,4,4096,44.97
2,4,8192,57.13
2,4,16384,15.56
2,4,32768,21.90
2,4,65536,41.60
2,4,131072,55.37
2,4,262144,110.15
2,4,524288,231.26
2,4,1048576,426.95
2,8,1,2.50
2,8,2,1.71
2,8,4,8.79
2,8,8,3.17
2,8,16,4.07
2,8,32,1.86
2,8,64,3.32
2,8,128,23.31
2,8,256,21.66
2,8,512,23.88
2,8,1024,36.00
2,8,2048,48.56
2,8,4096,63.41
2,8,8192,87.21
2,8,16384,52.19
2,8,32768,40.53
2,8,65536,67.09
2,8,131072,126.92
2,8,262144,227.26
2,8,524288,436.48
2,8,1048576,879.01
2,12,1,873.90
2,12,2,6.56
2,12,4,11.83
2,12,8,6.97
2,12,16,6.14
2,12,32,4.92
2,12,64,6.26
2,12,128,27.58
2,12,256,58.39
2,12,512,52.42
2,12,1024,43.83
2,12,2048,66.13
2,12,4096,88.87
2,12,8192,119.78
2,12,16384,44.67
2,12,32768,66.68
2,12,65536,94.52
2,12,131072,160.08
2,12,262144,302.69
2,12,524288,543.79
2,12,1048576,1124.54
2,16,1,7.15
2,16,2,2.37
2,16,4,18.40
2,16,8,18.49
2,16,16,2.07
2,16,32,19.77
2,16,64,4.19
2,16,128,35.98
2,16,256,30.06
2,16,512,43.77
2,16,1024,34.57
2,16,2048,84.44
2,16,4096,94.80
2,16,8192,119.39
2,16,16384,60.41
2,16,32768,90.23
2,16,65536,119.71
2,16,131072,216.74
2,16,262144,389.18
2,16,524288,771.81
2,16,1048576,1460.07
2,24,1,120.82
2,24,2,18.21
2,24,4,8.12
2,24,8,7.18
2,24,16,13.12
2,24,32,6.90
2,24,64,472.08
2,24,128,45.13
2,24,256,74.97
2,24,512,43.65
2,24,1024,62.89
2,24,2048,93.97
2,24,4096,139.01
2,24,8192,182.47
2,24,16384,470.07
2,24,32768,99.41
2,24,65536,153.74
2,24,131072,273.33
2,24,262144,485.65
2,24,524288,1033.60
2,24,1048576,2235.30
2,48,1,2914.36
2,48,2,27.54
2,48,4,22.17
2,48,8,17.33
2,48,16,15.37
2,48,32,10.04
2,48,64,10.86
2,48,128,51.06
2,48,256,46.30
2,48,512,67.42
2,48,1024,78.38
2,48,2048,147.68
2,48,4096,145.21
2,48,8192,195.97
2,48,16384,100.59
2,48,32768,111.16
2,48,65536,170.42
2,48,131072,281.89
2,48,262144,497.13
2,48,524288,952.83
2,48,1048576,1894.34
5,2,1,1485.64
5,2,2,0.72
5,2,4,0.53
5,2,8,0.79
5,2,16,0.58
5,2,32,0.61
5,2,64,0.63
5,2,128,6.71
5,2,256,23.47
5,2,512,6.63
5,2,1024,6.71
5,2,2048,7.02
5,2,4096,31.04
5,2,8192,27.12
5,2,16384,11.92
5,2,32768,41.19
5,2,65536,16.77
5,2,131072,24.73
5,2,262144,42.61
5,2,524288,90.27
5,2,1048576,164.09
5,4,1,1.96
5,4,2,0.83
5,4,4,0.84
5,4,8,0.83
5,4,16,0.95
5,4,32,4.92
5,4,64,0.88
5,4,128,13.26
5,4,256,20.94
5,4,512,13.07
5,4,1024,20.70
5,4,2048,26.60
5,4,4096,43.16
5,4,8192,55.30
5,4,16384,23.63
5,4,32768,40.39
5,4,65536,48.90
5,4,131072,81.87
5,4,262144,123.37
5,4,524288,231.75
5,4,1048576,413.71
5,8,1,5.49
5,8,2,1.83
5,8,4,23.32
5,8,8,1.62
5,8,16,1.47
5,8,32,1.89
5,8,64,2.21
5,8,128,22.00
5,8,256,21.61
5,8,512,21.27
5,8,1024,40.33
5,8,2048,53.02
5,8,4096,71.80
5,8,8192,98.16
5,8,16384,50.11
5,8,32768,44.24
5,8,65536,75.27
5,8,131072,130.60
5,8,262144,231.41
5,8,524288,453.07
5,8,1048576,898.68
5,12,1,902.70
5,12,2,5.59
5,12,4,9.52
5,12,8,8.28
5,12,16,6.40
5,12,32,5.01
5,12,64,7.95
5,12,128,33.75
5,12,256,69.47
5,12,512,63.75
5,12,1024,54.87
5,12,2048,76.35
5,12,4096,87.69
5,12,8192,141.34
5,12,16384,49.91
5,12,32768,59.90
5,12,65536,92.23
5,12,131072,164.28
5,12,262144,297.16
5,12,524288,563.58
5,12,1048576,1123.08
5,16,1,5.12
5,16,2,3.01
5,16,4,21.05
5,16,8,15.14
5,16,16,1.96
5,16,32,3.40
5,16,64,2.92
5,16,128,37.64
5,16,256,26.19
5,16,512,37.41
5,16,1024,34.38
5,16,2048,75.55
5,16,4096,90.94
5,16,8192,123.40
5,16,16384,52.00
5,16,32768,66.27
5,16,65536,108.90
5,16,131072,202.82
5,16,262144,368.27
5,16,524288,701.08
5,16,1048576,1339.06
5,24,1,117.36
5,24,2,13.21
5,24,4,7.31
5,24,8,11.53
5,24,16,11.84
5,24,32,6.59
5,24,64,122.84
5,24,128,46.89
5,24,256,67.06
5,24,512,39.49
5,24,1024,53.85
5,24,2048,63.66
5,24,4096,118.79
5,24,8192,154.04
5,24,16384,67.49
5,24,32768,90.99
5,24,65536,138.69
5,24,131072,242.87
5,24,262144,470.71
5,24,524288,875.11
5,24,1048576,1661.95
5,48,1,2900.05
5,48,2,55.10
5,48,4,13.44
5,48,8,4564.54
5,48,16,43.28
5,48,32,10.29
5,48,64,14.04
5,48,128,48.58
5,48,256,39.20
5,48,512,66.09
5,48,1024,70.65
5,48,2048,144.03
5,48,4096,139.44
5,48,8192,181.83
5,48,16384,93.28
5,48,32768,123.16
5,48,65536,177.82
5,48,131072,354.06
5,48,262144,628.99
5,48,524288,1230.24
5,48,1048576,2397.44
0,2,1,504.86
0,2,2,0.66
0,2,4,0.58
0,2,8,0.58
0,2,16,0.64
0,2,32,1.07
0,2,64,0.69
0,2,128,6.75
0,2,256,22.60
0,2,512,6.72
0,2,1024,7.24
0,2,2048,7.30
0,2,4096,31.29
0,2,8192,27.04
0,2,16384,58.47
0,2,32768,15.64
0,2,65536,16.64
0,2,131072,25.44
0,2,262144,46.23
0,2,524288,82.66
0,2,1048576,166.39
0,4,1,2.14
0,4,2,0.83
0,4,4,0.78
0,4,8,0.71
0,4,16,0.77
0,4,32,5.03
0,4,64,4.31
0,4,128,13.43
0,4,256,21.05
0,4,512,13.06
0,4,1024,20.21
0,4,2048,26.28
0,4,4096,52.75
0,4,8192,56.72
0,4,16384,43.10
0,4,32768,30.69
0,4,65536,45.46
0,4,131072,64.15
0,4,262144,145.55
0,4,524288,279.48
0,4,1048576,559.89
0,8,1,2.97
0,8,2,1.99
0,8,4,5.57
0,8,8,3.91
0,8,16,1.51
0,8,32,2.12
0,8,64,1.51
0,8,128,31.35
0,8,256,20.91
0,8,512,22.28
0,8,1024,32.01
0,8,2048,41.92
0,8,4096,65.30
0,8,8192,109.26
0,8,16384,36.21
0,8,32768,36.59
0,8,65536,62.54
0,8,131072,94.94
0,8,262144,231.89
0,8,524288,560.31
0,8,1048576,856.07
0,12,1,385.01
0,12,2,4.63
0,12,4,9.78
0,12,8,8.22
0,12,16,6.26
0,12,32,4.98
0,12,64,3.90
0,12,128,29.16
0,12,256,56.40
0,12,512,38.79
0,12,1024,37.74
0,12,2048,61.42
0,12,4096,87.94
0,12,8192,108.78
0,12,16384,48.48
0,12,32768,61.71
0,12,65536,96.86
0,12,131072,183.96
0,12,262144,388.46
0,12,524288,766.15
0,12,1048576,1473.78
0,16,1,4.55
0,16,2,2.59
0,16,4,17.09
0,16,8,12.81
0,16,16,1.17
0,16,32,2.30
0,16,64,2.48
0,16,128,36.05
0,16,256,24.14
0,16,512,37.38
0,16,1024,33.27
0,16,2048,78.06
0,16,4096,83.70
0,16,8192,109.71
0,16,16384,46.58
0,16,32768,62.52
0,16,65536,111.11
0,16,131072,198.54
0,16,262144,429.75
0,16,524288,740.68
0,16,1048576,1793.67
0,24,1,119.08
0,24,2,14.25
0,24,4,7.62
0,24,8,6.00
0,24,16,11.67
0,24,32,5.19
0,24,64,34.97
0,24,128,49.38
0,24,256,83.21
0,24,512,38.04
0,24,1024,56.38
0,24,2048,69.02
0,24,4096,106.41
0,24,8192,126.17
0,24,16384,57.48
0,24,32768,93.64
0,24,65536,158.49
0,24,131072,291.71
0,24,262144,554.96
0,24,524288,1077.26
0,24,1048576,2616.52
0,48,1,40092.61
0,48,2,26.81
0,48,4,7.70
0,48,8,28.61
0,48,16,154.39
0,48,32,7.43
0,48,64,11.47
0,48,128,38.22
0,48,256,35.54
0,48,512,46.20
0,48,1024,48.00
0,48,2048,86.46
0,48,4096,84.44
0,48,8192,116.48
0,48,16384,48.67
0,48,32768,72.02
0,48,65536,106.66
0,48,131072,215.50
0,48,262144,414.15
0,48,524288,806.15
0,48,1048576,1511.94
1,2,1,1213.92
1,2,2,0.64
1,2,4,0.67
1,2,8,0.45
1,2,16,0.57
1,2,32,0.59
1,2,64,0.52
1,2,128,6.62
1,2,256,22.88
1,2,512,6.45
1,2,1024,6.58
1,2,2048,7.35
1,2,4096,31.42
1,2,8192,26.97
1,2,16384,68.29
1,2,32768,23.93
1,2,65536,18.08
1,2,131072,26.89
1,2,262144,45.40
1,2,524288,88.27
1,2,1048576,165.54
1,4,1,1.59
1,4,2,0.56
1,4,4,0.70
1,4,8,0.53
1,4,16,0.68
1,4,32,4.63
1,4,64,0.84
1,4,128,13.98
1,4,256,13.90
1,4,512,14.69
1,4,1024,24.72
1,4,2048,25.92
1,4,4096,42.70
1,4,8192,57.21
1,4,16384,71.51
1,4,32768,30.62
1,4,65536,45.31
1,4,131072,64.65
1,4,262144,140.40
1,4,524288,267.85
1,4,1048576,537.27
1,8,1,2.57
1,8,2,1.20
1,8,4,9.07
1,8,8,2.01
1,8,16,1.17
1,8,32,2.26
1,8,64,2.16
1,8,128,25.69
1,8,256,28.58
1,8,512,32.99
1,8,1024,49.85
1,8,2048,60.38
1,8,4096,75.82
1,8,8192,112.44
1,8,16384,33.15
1,8,32768,38.62
1,8,65536,76.35
1,8,131072,122.96
1,8,262144,244.84
1,8,524288,505.35
1,8,1048576,886.65
1,12,1,111.95
1,12,2,5.22
1,12,4,13.12
1,12,8,4.90
1,12,16,6.11
1,12,32,4.95
1,12,64,5.26
1,12,128,41.14
1,12,256,84.05
1,12,512,87.08
1,12,1024,69.84
1,12,2048,111.76
1,12,4096,123.30
1,12,8192,153.85
1,12,16384,39.51
1,12,32768,54.67
1,12,65536,97.60
1,12,131072,196.15
1,12,262144,360.24
1,12,524288,794.02
1,12,1048576,1379.45
1,16,1,3.16
1,16,2,2.41
1,16,4,22.37
1,16,8,16.83
1,16,16,1.54
1,16,32,1.22
1,16,64,3.33
1,16,128,63.33
1,16,256,48.33
1,16,512,83.96
1,16,1024,58.49
1,16,2048,124.95
1,16,4096,209.05
1,16,8192,205.46
1,16,16384,68.47
1,16,32768,74.52
1,16,65536,155.82
1,16,131072,270.99
1,16,262144,555.78
1,16,524288,1046.15
1,16,1048576,1911.87
1,24,1,124.05
1,24,2,29.69
1,24,4,9.49
1,24,8,10.79
1,24,16,259.56
1,24,32,8.46
1,24,64,108.83
1,24,128,117.96
1,24,256,108.81
1,24,512,94.60
1,24,1024,113.14
1,24,2048,153.07
1,24,4096,239.69
1,24,8192,310.35
1,24,16384,726.82
1,24,32768,120.93
1,24,65536,216.76
1,24,131072,417.86
1,24,262144,788.48
1,24,524288,1676.81
1,24,1048576,2955.43
1,48,1,64.84
1,48,2,28.12
1,48,4,33.69
1,48,8,22.20
1,48,16,19.98
1,48,32,10.61
1,48,64,22.17
1,48,128,126.16
1,48,256,134.66
1,48,512,182.08
1,48,1024,185.52
1,48,2048,362.50
1,48,4096,361.80
1,48,8192,491.97
1,48,16384,67.09
1,48,32768,97.26
1,48,65536,170.37
1,48,131072,332.27
1,48,262144,670.55
1,48,524288,1334.78
1,48,1048576,2389.51
2,2,1,8.50
2,2,2,0.74
2,2,4,0.64
2,2,8,0.51
2,2,16,0.61
2,2,32,0.75
2,2,64,0.64
2,2,128,7.46
2,2,256,22.09
2,2,512,6.60
2,2,1024,6.78
2,2,2048,6.91
2,2,4096,19.97
2,2,8192,27.28
2,2,16384,11.83
2,2,32768,47.81
2,2,65536,16.18
2,2,131072,24.60
2,2,262144,52.23
2,2,524288,88.91
2,2,1048576,165.67
2,4,1,1.96
2,4,2,0.74
2,4,4,0.64
2,4,8,0.58
2,4,16,0.69
2,4,32,4.75
2,4,64,0.63
2,4,128,14.01
2,4,256,14.53
2,4,512,14.24
2,4,1024,15.03
2,4,2048,25.98
2,4,4096,56.99
2,4,8192,56.33
2,4,16384,15.31
2,4,32768,23.40
2,4,65536,68.14
2,4,131072,57.29
2,4,262144,95.51
2,4,524288,215.51
2,4,1048576,396.38
2,8,1,38.29
2,8,2,1.53
2,8,4,6.13
2,8,8,4.80
2,8,16,3.97
2,8,32,1.53
2,8,64,3.64
2,8,128,20.83
2,8,256,21.97
2,8,512,24.03
2,8,1024,35.64
2,8,2048,49.73
2,8,4096,62.04
2,8,8192,113.60
2,8,16384,40.32
2,8,32768,40.18
2,8,65536,75.23
2,8,131072,129.24
2,8,262144,245.31
2,8,524288,451.45
2,8,1048576,887.30
2,12,1,743.34
2,12,2,12.82
2,12,4,9.39
2,12,8,7.44
2,12,16,6.22
2,12,32,4.71
2,12,64,6.85
2,12,128,27.04
2,12,256,58.48
2,12,512,69.77
2,12,1024,47.82
2,12,2048,71.45
2,12,4096,87.88
2,12,8192,107.27
2,12,16384,43.58
2,12,32768,56.69
2,12,65536,103.62
2,12,131072,160.14
2,12,262144,290.17
2,12,524288,571.34
2,12,1048576,1141.66
2,16,1,7.58
2,16,2,2.17
2,16,4,27.00
2,16,8,21.70
2,16,16,1.95
2,16,32,17.98
2,16,64,3.10
2,16,128,37.18
2,16,256,32.15
2,16,512,43.27
2,16,1024,34.27
2,16,2048,79.35
2,16,4096,93.80
2,16,8192,134.36
2,16,16384,62.07
2,16,32768,76.99
2,16,65536,118.74
2,16,131072,220.22
2,16,262144,417.73
2,16,524288,776.20
2,16,1048576,1555.14
2,24,1,120.18
2,24,2,1384.23
2,24,4,8.23
2,24,8,6.66
2,24,16,16.40
2,24,32,335.19
2,24,64,72.01
2,24,128,44.84
2,24,256,1328.50
2,24,512,40.94
2,24,1024,62.89
2,24,2048,1334.89
2,24,4096,140.62
2,24,8192,173.13
2,24,16384,4193.29
2,24,32768,109.90
2,24,65536,611.23
2,24,131072,262.24
2,24,262144,507.88
2,24,524288,1588.64
2,24,1048576,3173.87
2,48,1,4760.03
2,48,2,12.86
2,48,4,19.08
2,48,8,26.04
2,48,16,15.31
2,48,32,101.99
2,48,64,11.20
2,48,128,50.67
2,48,256,45.65
2,48,512,64.42
2,48,1024,73.70
2,48,2048,150.49
2,48,4096,145.82
2,48,8192,196.80
2,48,16384,103.24
2,48,32768,110.65
2,48,65536,166.49
2,48,131072,286.15
2,48,262144,502.89
2,48,524288,957.59
2,48,1048576,1907.93
5,2,1,1748.62
5,2,2,0.67
5,2,4,0.57
5,2,8,0.63
5,2,16,0.64
5,2,32,0.52
5,2,64,0.74
5,2,128,7.00
5,2,256,23.22
5,2,512,6.83
5,2,1024,6.73
5,2,2048,7.18
5,2,4096,36.11
5,2,8192,27.03
5,2,16384,11.49
5,2,32768,49.39
5,2,65536,16.94
5,2,131072,43.27
5,2,262144,42.70
5,2,524288,89.32
5,2,1048576,164.86
5,4,1,2.52
5,4,2,0.83
5,4,4,0.83
5,4,8,0.77
5,4,16,0.80
5,4,32,1.14
5,4,64,1.19
5,4,128,13.73
5,4,256,19.32
5,4,512,13.45
5,4,1024,13.97
5,4,2048,26.50
5,4,4096,51.70
5,4,8192,59.19
5,4,16384,22.20
5,4,32768,26.69
5,4,65536,44.58
5,4,131072,68.13
5,4,262144,124.20
5,4,524288,230.52
5,4,1048576,423.52
5,8,1,6.01
5,8,2,1.70
5,8,4,21.10
5,8,8,1.76
5,8,16,1.52
5,8,32,1.84
5,8,64,1.89
5,8,128,22.14
5,8,256,20.80
5,8,512,20.69
5,8,1024,39.89
5,8,2048,52.66
5,8,4096,65.07
5,8,8192,97.14
5,8,16384,40.35
5,8,32768,44.52
5,8,65536,74.83
5,8,131072,130.79
5,8,262144,233.93
5,8,524288,454.62
5,8,1048576,890.94
5,12,1,1012.44
5,12,2,5.85
5,12,4,9.38
5,12,8,6.83
5,12,16,10.00
5,12,32,4.77
5,12,64,12.42
5,12,128,32.67
5,12,256,69.43
5,12,512,63.30
5,12,1024,54.12
5,12,2048,72.42
5,12,4096,87.86
5,12,8192,106.89
5,12,16384,47.09
5,12,32768,57.79
5,12,65536,90.72
5,12,131072,154.52
5,12,262144,304.88
5,12,524288,548.03
5,12,1048576,1100.43
5,16,1,6.54
5,16,2,3.01
5,16,4,8.73
5,16,8,16.04
5,16,16,2.22
5,16,32,3.26
5,16,64,3.74
5,16,128,36.51
5,16,256,26.50
5,16,512,38.92
5,16,1024,34.37
5,16,2048,75.82
5,16,4096,104.05
5,16,8192,123.37
5,16,16384,52.20
5,16,32768,63.81
5,16,65536,117.91
5,16,131072,198.94
5,16,262144,373.59
5,16,524288,709.43
5,16,1048576,1320.13
5,24,1,4704.08
5,24,2,39.32
5,24,4,7.89
5,24,8,11.52
5,24,16,11.13
5,24,32,7.01
5,24,64,299.24
5,24,128,46.11
5,24,256,56.64
5,24,512,40.36
5,24,1024,52.64
5,24,2048,63.73
5,24,4096,121.22
5,24,8192,1173.34
5,24,16384,69.16
5,24,32768,88.60
5,24,65536,139.43
5,24,131072,243.25
5,24,262144,441.15
5,24,524288,855.74
5,24,1048576,1661.00
5,48,1,2765.05
5,48,2,31.98
5,48,4,13.42
5,48,8,19.35
5,48,16,24.42
5,48,32,9.70
5,48,64,13.06
5,48,128,48.76
5,48,256,40.66
5,48,512,63.39
5,48,1024,72.52
5,48,2048,132.70
5,48,4096,146.98
5,48,8192,178.55
5,48,16384,94.29
5,48,32768,120.90
5,48,65536,189.28
5,48,131072,353.97
