Algorithm,Processors,Size(bytes),Avg_Latency(us)
5,48,262144,655.55
5,48,524288,1274.64
5,48,1048576,2380.70
0,2,1,1654.32
0,2,2,0.72
0,2,4,0.63
0,2,8,0.55
0,2,16,0.54
0,2,32,0.76
0,2,64,0.78
0,2,128,7.22
0,2,256,21.78
0,2,512,6.77
0,2,1024,21.00
0,2,2048,7.04
0,2,4096,19.95
0,2,8192,26.60
0,2,16384,83.04
0,2,32768,23.18
0,2,65536,16.29
0,2,131072,25.97
0,2,262144,45.70
0,2,524288,103.37
0,2,1048576,165.86
0,4,1,5.47
0,4,2,0.87
0,4,4,0.81
0,4,8,0.74
0,4,16,0.82
0,4,32,0.86
0,4,64,4.63
0,4,128,13.18
0,4,256,20.89
0,4,512,13.11
0,4,1024,25.96
0,4,2048,26.49
0,4,4096,42.86
0,4,8192,58.24
0,4,16384,42.99
0,4,32768,30.55
0,4,65536,44.98
0,4,131072,64.72
0,4,262144,134.83
0,4,524288,276.56
0,4,1048576,561.53
0,8,1,2.40
0,8,2,2.21
0,8,4,5.27
0,8,8,3.84
0,8,16,1.64
0,8,32,1.76
0,8,64,1.21
0,8,128,22.48
0,8,256,21.40
0,8,512,21.88
0,8,1024,31.23
0,8,2048,53.05
0,8,4096,65.20
0,8,8192,96.87
0,8,16384,36.21
0,8,32768,52.20
0,8,65536,66.78
0,8,131072,121.29
0,8,262144,264.80
0,8,524288,515.94
0,8,1048576,1031.92
0,12,1,112.75
0,12,2,6.51
0,12,4,9.46
0,12,8,8.22
0,12,16,6.69
0,12,32,4.78
0,12,64,3.66
0,12,128,27.98
0,12,256,56.13
0,12,512,38.31
0,12,1024,38.25
0,12,2048,61.85
0,12,4096,89.67
0,12,8192,127.72
0,12,16384,39.89
0,12,32768,60.62
0,12,65536,97.71
0,12,131072,187.29
0,12,262144,386.22
0,12,524288,731.81
0,12,1048576,1319.84
0,16,1,7.30
0,16,2,2.42
0,16,4,11.26
0,16,8,8.02
0,16,16,1.33
0,16,32,1.08
0,16,64,2.25
0,16,128,36.85
0,16,256,26.39
0,16,512,34.49
0,16,1024,32.92
0,16,2048,88.06
0,16,4096,103.96
0,16,8192,111.22
0,16,16384,46.18
0,16,32768,60.64
0,16,65536,113.02
0,16,131072,196.92
0,16,262144,383.53
0,16,524288,725.92
0,16,1048576,1740.12
0,24,1,117.56
0,24,2,10.03
0,24,4,7.55
0,24,8,5.96
0,24,16,10.65
0,24,32,25.54
0,24,64,44.50
0,24,128,41.78
0,24,256,74.95
0,24,512,41.36
0,24,1024,56.39
0,24,2048,81.59
0,24,4096,104.98
0,24,8192,130.76
0,24,16384,55.85
0,24,32768,89.02
0,24,65536,158.10
0,24,131072,840.82
0,24,262144,629.22
0,24,524288,1226.86
0,24,1048576,5254.78
0,48,1,1404.48
0,48,2,47.53
0,48,4,6.57
0,48,8,8.42
0,48,16,38.37
0,48,32,9.96
0,48,64,12.33
0,48,128,37.61
0,48,256,36.92
0,48,512,47.28
0,48,1024,52.30
0,48,2048,85.25
0,48,4096,83.17
0,48,8192,110.41
0,48,16384,48.44
0,48,32768,67.41
0,48,65536,113.91
0,48,131072,204.72
0,48,262144,396.00
0,48,524288,765.92
0,48,1048576,1460.22
1,2,1,1773.29
1,2,2,0.54
1,2,4,0.45
1,2,8,0.52
1,2,16,0.48
1,2,32,0.58
1,2,64,0.76
1,2,128,6.96
1,2,256,22.34
1,2,512,6.54
1,2,1024,6.79
1,2,2048,7.28
1,2,4096,20.16
1,2,8192,27.38
1,2,16384,84.42
1,2,32768,24.62
1,2,65536,18.01
1,2,131072,27.44
1,2,262144,45.26
1,2,524288,99.50
1,2,1048576,166.80
1,4,1,1.77
1,4,2,0.76
1,4,4,0.58
1,4,8,0.55
1,4,16,0.58
1,4,32,0.62
1,4,64,0.50
1,4,128,14.37
1,4,256,19.81
1,4,512,14.50
1,4,1024,15.46
1,4,2048,26.01
1,4,4096,48.28
1,4,8192,71.21
1,4,16384,73.54
1,4,32768,30.76
1,4,65536,45.29
1,4,131072,64.68
1,4,262144,134.34
1,4,524288,265.87
1,4,1048576,539.17
1,8,1,2.42
1,8,2,1.31
1,8,4,8.33
1,8,8,2.01
1,8,16,1.60
1,8,32,1.73
1,8,64,2.09
1,8,128,25.91
1,8,256,28.22
1,8,512,43.71
1,8,1024,57.31
1,8,2048,59.97
1,8,4096,76.50
1,8,8192,137.87
1,8,16384,32.73
1,8,32768,39.85
1,8,65536,65.26
1,8,131072,123.80
1,8,262144,252.58
1,8,524288,492.13
1,8,1048576,903.37
1,12,1,778.48
1,12,2,5.11
1,12,4,14.19
1,12,8,2.91
1,12,16,4.13
1,12,32,4.99
1,12,64,5.01
1,12,128,41.97
1,12,256,104.21
1,12,512,86.16
1,12,1024,69.53
1,12,2048,110.55
1,12,4096,122.23
1,12,8192,162.33
1,12,16384,39.44
1,12,32768,50.87
1,12,65536,96.21
1,12,131072,185.54
1,12,262144,362.73
1,12,524288,739.63
1,12,1048576,1458.76
1,16,1,2.83
1,16,2,3.02
1,16,4,22.94
1,16,8,16.77
1,16,16,1.58
1,16,32,2.37
1,16,64,3.40
1,16,128,61.96
1,16,256,63.83
1,16,512,77.08
1,16,1024,57.26
1,16,2048,125.73
1,16,4096,173.93
1,16,8192,205.48
1,16,16384,52.07
1,16,32768,71.78
1,16,65536,160.03
1,16,131072,300.81
1,16,262144,555.15
1,16,524288,1020.00
1,16,1048576,2058.61
1,24,1,123.89
1,24,2,31.73
1,24,4,21.11
1,24,8,10.61
1,24,16,11.86
1,24,32,3.96
1,24,64,19.29
1,24,128,85.94
1,24,256,115.54
1,24,512,92.44
1,24,1024,115.13
1,24,2048,153.13
1,24,4096,243.33
1,24,8192,329.12
1,24,16384,185.73
1,24,32768,112.39
1,24,65536,207.48
1,24,131072,388.16
1,24,262144,803.53
1,24,524288,1523.55
1,24,1048576,2902.30
1,48,1,64.96
1,48,2,28.05
1,48,4,34.64
1,48,8,22.96
1,48,16,19.60
1,48,32,33.74
1,48,64,32.32
1,48,128,121.66
1,48,256,123.99
1,48,512,180.70
1,48,1024,181.38
1,48,2048,374.54
1,48,4096,368.72
1,48,8192,498.93
1,48,16384,56.77
1,48,32768,98.34
1,48,65536,171.17
1,48,131072,333.58
1,48,262144,535.65
1,48,524288,1303.39
1,48,1048576,2547.05
2,2,1,8.73
2,2,2,0.66
2,2,4,0.61
2,2,8,0.61
2,2,16,0.66
2,2,32,0.67
2,2,64,0.67
2,2,128,7.08
2,2,256,22.24
2,2,512,6.63
2,2,1024,6.95
2,2,2048,6.94
2,2,4096,19.60
2,2,8192,27.16
2,2,16384,21.76
2,2,32768,48.49
2,2,65536,15.83
2,2,131072,24.54
2,2,262144,71.67
2,2,524288,86.90
2,2,1048576,162.46
2,4,1,2.97
2,4,2,0.84
2,4,4,0.66
2,4,8,0.61
2,4,16,0.67
2,4,32,0.90
2,4,64,0.71
2,4,128,14.28
2,4,256,23.00
2,4,512,14.45
2,4,1024,49.06
2,4,2048,26.07
2,4,4096,44.54
2,4,8192,57.05
2,4,16384,14.61
2,4,32768,24.45
2,4,65536,42.50
2,4,131072,59.87
2,4,262144,121.11
2,4,524288,219.29
2,4,1048576,453.13
2,8,1,2.46
2,8,2,1.54
2,8,4,9.35
2,8,8,4.40
2,8,16,4.07
2,8,32,1.88
2,8,64,3.85
2,8,128,21.61
2,8,256,21.68
2,8,512,24.33
2,8,1024,36.54
2,8,2048,49.65
2,8,4096,63.49
2,8,8192,89.01
2,8,16384,38.96
2,8,32768,66.59
2,8,65536,66.67
2,8,131072,124.36
2,8,262144,232.47
2,8,524288,457.31
2,8,1048576,869.01
2,12,1,120.96
2,12,2,6.31
2,12,4,9.37
2,12,8,6.82
2,12,16,5.23
2,12,32,5.24
2,12,64,46.49
2,12,128,27.19
2,12,256,58.57
2,12,512,51.11
2,12,1024,46.84
2,12,2048,66.07
2,12,4096,88.42
2,12,8192,109.05
2,12,16384,43.08
2,12,32768,55.90
2,12,65536,98.65
2,12,131072,179.03
2,12,262144,295.90
2,12,524288,567.13
2,12,1048576,1138.60
2,16,1,6.47
2,16,2,2.34
2,16,4,17.32
2,16,8,15.57
2,16,16,2.28
2,16,32,16.63
2,16,64,3.04
2,16,128,37.17
2,16,256,40.81
2,16,512,43.39
2,16,1024,34.37
2,16,2048,79.35
2,16,4096,92.71
2,16,8192,136.37
2,16,16384,58.71
2,16,32768,90.30
2,16,65536,125.91
2,16,131072,227.26
2,16,262144,397.16
2,16,524288,761.26
2,16,1048576,1471.73
2,24,1,120.43
2,24,2,16.54
2,24,4,7.68
2,24,8,118.93
2,24,16,12.17
2,24,32,6.32
2,24,64,118.98
2,24,128,50.17
2,24,256,69.23
2,24,512,40.87
2,24,1024,63.92
2,24,2048,85.03
2,24,4096,138.01
2,24,8192,176.27
2,24,16384,80.08
2,24,32768,101.85
2,24,65536,155.94
2,24,131072,292.31
2,24,262144,502.23
2,24,524288,927.54
2,24,1048576,1894.33
2,48,1,6305.84
2,48,2,13.17
2,48,4,18.63
2,48,8,19.90
2,48,16,15.00
2,48,32,10.83
2,48,64,13.05
2,48,128,50.73
2,48,256,47.80
2,48,512,68.88
2,48,1024,74.11
2,48,2048,147.61
2,48,4096,147.27
2,48,8192,208.32
2,48,16384,102.19
2,48,32768,114.27
2,48,65536,171.18
2,48,131072,285.92
2,48,262144,501.61
2,48,524288,965.94
2,48,1048576,1908.55
5,2,1,961.05
5,2,2,0.65
5,2,4,0.60
5,2,8,0.55
5,2,16,0.56
5,2,32,0.83
5,2,64,0.74
5,2,128,6.70
5,2,256,22.87
5,2,512,6.43
5,2,1024,6.79
5,2,2048,7.34
5,2,4096,43.07
5,2,8192,26.96
5,2,16384,11.93
5,2,32768,40.14
5,2,65536,16.36
5,2,131072,25.06
5,2,262144,43.17
5,2,524288,80.02
5,2,1048576,164.95
5,4,1,4.79
5,4,2,0.97
5,4,4,0.74
5,4,8,0.88
5,4,16,0.75
5,4,32,0.78
5,4,64,4.35
5,4,128,14.49
5,4,256,28.43
5,4,512,13.08
5,4,1024,26.61
5,4,2048,26.13
5,4,4096,45.83
5,4,8192,54.51
5,4,16384,22.99
5,4,32768,32.94
5,4,65536,49.62
5,4,131072,71.34
5,4,262144,141.68
5,4,524288,244.28
5,4,1048576,431.22
5,8,1,3.26
5,8,2,1.81
5,8,4,18.73
5,8,8,1.88
5,8,16,1.56
5,8,32,2.12
5,8,64,2.09
5,8,128,22.60
5,8,256,21.10
5,8,512,20.45
5,8,1024,39.62
5,8,2048,53.31
5,8,4096,63.37
5,8,8192,99.11
5,8,16384,41.32
5,8,32768,43.61
5,8,65536,74.86
5,8,131072,139.21
5,8,262144,230.31
5,8,524288,436.86
5,8,1048576,858.77
5,12,1,136.20
5,12,2,5.06
5,12,4,45.13
5,12,8,7.34
5,12,16,8.41
5,12,32,4.47
5,12,64,26.58
5,12,128,51.53
5,12,256,70.02
5,12,512,64.02
5,12,1024,55.20
5,12,2048,71.63
5,12,4096,91.40
5,12,8192,107.76
5,12,16384,48.98
5,12,32768,58.24
5,12,65536,93.41
5,12,131072,156.42
5,12,262144,303.54
5,12,524288,546.34
5,12,1048576,1093.40
5,16,1,4.56
5,16,2,3.17
5,16,4,12.57
5,16,8,16.59
5,16,16,2.13
5,16,32,3.41
5,16,64,2.84
5,16,128,38.09
5,16,256,25.92
5,16,512,39.21
5,16,1024,35.63
5,16,2048,87.46
5,16,4096,90.84
5,16,8192,123.89
5,16,16384,56.60
5,16,32768,66.14
5,16,65536,104.23
5,16,131072,196.14
5,16,262144,363.32
5,16,524288,715.54
5,16,1048576,1333.73
5,24,1,653.30
5,24,2,22.86
5,24,4,8.63
5,24,8,7.67
5,24,16,11.77
5,24,32,7.03
5,24,64,15.75
5,24,128,46.05
5,24,256,53.43
5,24,512,39.75
5,24,1024,58.15
5,24,2048,62.68
5,24,4096,122.05
5,24,8192,164.76
5,24,16384,67.70
5,24,32768,95.88
5,24,65536,137.79
5,24,131072,235.23
5,24,262144,442.13
5,24,524288,854.23
5,24,1048576,1668.77
5,48,1,7086.49
5,48,2,33.26
5,48,4,14.09
5,48,8,20.99
5,48,16,25.19
5,48,32,8.92
5,48,64,13.89
5,48,128,45.22
5,48,256,41.16
5,48,512,62.47
5,48,1024,71.80
5,48,2048,158.18
5,48,4096,130.74
5,48,8192,201.43
5,48,16384,103.65
5,48,32768,120.70
5,48,65536,193.80
5,48,131072,351.18
5,48,262144,634.88
5,48,524288,1249.30
5,48,1048576,2429.75
0,2,1,41.46
0,2,2,0.57
0,2,4,0.54
0,2,8,0.62
0,2,16,0.52
0,2,32,2.77
0,2,64,0.66
0,2,128,6.97
0,2,256,23.37
0,2,512,6.82
0,2,1024,6.94
0,2,2048,7.03
0,2,4096,20.01
0,2,8192,38.08
0,2,16384,58.43
0,2,32768,24.08
0,2,65536,16.18
0,2,131072,25.38
0,2,262144,45.50
0,2,524288,88.77
0,2,1048576,163.30
0,4,1,2.56
0,4,2,0.99
0,4,4,0.76
0,4,8,0.92
0,4,16,0.93
0,4,32,4.46
0,4,64,1.08
0,4,128,12.91
0,4,256,13.12
0,4,512,13.23
0,4,1024,13.93
0,4,2048,26.28
0,4,4096,44.63
0,4,8192,60.40
0,4,16384,72.48
0,4,32768,30.42
0,4,65536,46.15
0,4,131072,64.58
0,4,262144,141.08
0,4,524288,266.78
0,4,1048576,568.85
0,8,1,11.74
0,8,2,1.46
0,8,4,5.25
0,8,8,4.36
0,8,16,1.44
0,8,32,2.31
0,8,64,1.66
0,8,128,89.75
0,8,256,21.70
0,8,512,22.13
0,8,1024,34.19
0,8,2048,41.64
0,8,4096,64.98
0,8,8192,94.70
0,8,16384,35.87
0,8,32768,39.58
0,8,65536,65.48
0,8,131072,118.38
0,8,262144,244.30
0,8,524288,488.66
0,8,1048576,985.07
0,12,1,203.55
0,12,2,4.32
0,12,4,7.90
0,12,8,7.11
0,12,16,6.47
0,12,32,5.53
0,12,64,3.66
0,12,128,26.83
0,12,256,53.77
0,12,512,36.44
0,12,1024,36.98
0,12,2048,60.24
0,12,4096,89.41
0,12,8192,107.46
0,12,16384,41.39
0,12,32768,64.85
0,12,65536,98.76
0,12,131072,183.02
0,12,262144,434.17
0,12,524288,984.19
0,12,1048576,1561.61
0,16,1,5.75
0,16,2,2.06
0,16,4,15.41
0,16,8,7.53
0,16,16,1.31
0,16,32,1.10
0,16,64,2.54
0,16,128,36.71
0,16,256,26.46
0,16,512,40.63
0,16,1024,33.56
0,16,2048,121.77
0,16,4096,82.97
0,16,8192,111.62
0,16,16384,45.54
0,16,32768,62.68
0,16,65536,121.00
0,16,131072,238.56
0,16,262144,394.93
0,16,524288,737.00
0,16,1048576,1761.79
0,24,1,120.17
0,24,2,5.48
0,24,4,6.66
0,24,8,6.20
0,24,16,10.81
0,24,32,5.72
0,24,64,40.51
0,24,128,43.25
0,24,256,68.15
0,24,512,38.67
0,24,1024,56.45
0,24,2048,68.95
0,24,4096,120.86
0,24,8192,127.85
0,24,16384,54.63
0,24,32768,88.46
0,24,65536,154.04
0,24,131072,298.14
0,24,262144,525.53
0,24,524288,1038.93
0,24,1048576,2626.29
0,48,1,206.93
0,48,2,28.51
0,48,4,6.07
0,48,8,7.62
0,48,16,18.38
0,48,32,7.30
0,48,64,21.30
0,48,128,39.66
0,48,256,35.86
0,48,512,47.37
0,48,1024,49.94
0,48,2048,84.57
0,48,4096,90.63
0,48,8192,107.83
0,48,16384,57.78
0,48,32768,69.01
0,48,65536,113.19
0,48,131072,224.11
0,48,262144,420.90
0,48,524288,797.94
0,48,1048576,1519.31
1,2,1,696.06
1,2,2,0.53
1,2,4,0.60
1,2,8,0.57
1,2,16,0.50
1,2,32,0.74
1,2,64,0.75
1,2,128,6.81
1,2,256,34.17
1,2,512,6.67
1,2,1024,6.83
1,2,2048,7.11
1,2,4096,31.28
1,2,8192,26.83
1,2,16384,49.65
1,2,32768,24.36
1,2,65536,18.38
1,2,131072,27.30
1,2,262144,45.71
1,2,524288,89.45
1,2,1048576,182.67
1,4,1,1.48
1,4,2,0.63
1,4,4,0.54
1,4,8,0.52
1,4,16,0.52
1,4,32,0.64
1,4,64,0.56
1,4,128,14.31
1,4,256,22.30
1,4,512,14.73
1,4,1024,14.89
1,4,2048,26.72
1,4,4096,51.61
1,4,8192,74.96
1,4,16384,94.47
1,4,32768,30.75
1,4,65536,46.41
1,4,131072,65.33
1,4,262144,140.94
1,4,524288,273.96
1,4,1048576,522.25
1,8,1,2.04
1,8,2,1.38
1,8,4,8.40
1,8,8,1.86
1,8,16,1.12
1,8,32,2.11
1,8,64,2.26
1,8,128,26.00
1,8,256,27.59
1,8,512,30.69
1,8,1024,47.03
1,8,2048,60.55
1,8,4096,99.30
1,8,8192,113.40
1,8,16384,32.30
1,8,32768,39.07
1,8,65536,64.09
1,8,131072,133.12
1,8,262144,232.25
1,8,524288,485.76
1,8,1048576,883.82
1,12,1,114.85
1,12,2,5.52
1,12,4,13.82
1,12,8,5.05
1,12,16,34.20
1,12,32,4.95
1,12,64,6.67
1,12,128,42.00
1,12,256,89.25
1,12,512,96.39
1,12,1024,69.74
1,12,2048,93.93
1,12,4096,141.80
1,12,8192,162.02
1,12,16384,39.26
1,12,32768,51.74
1,12,65536,94.32
1,12,131072,184.83
1,12,262144,360.83
1,12,524288,733.87
1,12,1048576,1408.60
1,16,1,2.61
1,16,2,2.97
1,16,4,17.54
1,16,8,16.89
1,16,16,3.12
1,16,32,1.27
1,16,64,3.66
1,16,128,63.65
1,16,256,48.68
1,16,512,74.28
1,16,1024,58.29
1,16,2048,121.74
1,16,4096,144.81
1,16,8192,211.07
1,16,16384,64.67
1,16,32768,67.95
1,16,65536,154.50
1,16,131072,292.66
1,16,262144,552.55
1,16,524288,1055.23
1,16,1048576,1869.42
1,24,1,127.06
1,24,2,44.69
1,24,4,10.65
1,24,8,7.05
1,24,16,20.54
1,24,32,4.02
1,24,64,20.13
1,24,128,87.71
1,24,256,109.81
1,24,512,86.02
1,24,1024,116.02
1,24,2048,151.89
1,24,4096,237.00
1,24,8192,334.25
1,24,16384,81.49
1,24,32768,129.46
1,24,65536,209.26
1,24,131072,400.73
1,24,262144,817.71
1,24,524288,1599.13
1,24,1048576,2928.20
1,48,1,65.74
1,48,2,27.88
1,48,4,32.09
1,48,8,28.10
1,48,16,16.66
1,48,32,10.70
1,48,64,22.39
1,48,128,122.80
1,48,256,115.97
1,48,512,137.46
1,48,1024,186.39
1,48,2048,377.35
1,48,4096,328.01
1,48,8192,497.03
1,48,16384,55.75
1,48,32768,93.60
1,48,65536,176.29
1,48,131072,343.65
1,48,262144,647.01
1,48,524288,1318.18
1,48,1048576,2533.92
2,2,1,6.96
2,2,2,0.69
2,2,4,0.51
2,2,8,0.51
2,2,16,0.53
2,2,32,0.60
2,2,64,0.57
2,2,128,6.67
2,2,256,23.23
2,2,512,6.74
2,2,1024,6.62
2,2,2048,7.16
2,2,4096,42.95
2,2,8192,27.09
2,2,16384,12.11
2,2,32768,41.51
2,2,65536,16.41
2,2,131072,25.44
2,2,262144,43.54
2,2,524288,80.62
2,2,1048576,164.71
2,4,1,3.08
2,4,2,0.68
2,4,4,0.66
2,4,8,0.63
2,4,16,0.59
2,4,32,0.82
2,4,64,0.63
2,4,128,14.06
2,4,256,20.68
2,4,512,14.78
2,4,1024,39.35
2,4,2048,26.67
2,4,4096,48.88
2,4,8192,57.33
2,4,16384,14.59
2,4,32768,24.52
2,4,65536,40.26
2,4,131072,69.89
2,4,262144,101.44
2,4,524288,219.88
2,4,1048576,425.03
2,8,1,3.61
2,8,2,1.49
2,8,4,9.38
2,8,8,4.45
2,8,16,3.89
2,8,32,1.67
2,8,64,3.75
2,8,128,19.48
2,8,256,21.87
2,8,512,24.85
2,8,1024,36.20
2,8,2048,49.11
2,8,4096,62.32
2,8,8192,103.30
2,8,16384,51.04
2,8,32768,38.74
2,8,65536,119.29
2,8,131072,129.16
2,8,262144,242.34
2,8,524288,466.29
2,8,1048576,896.47
2,12,1,845.84
2,12,2,8.71
2,12,4,9.57
2,12,8,7.13
2,12,16,5.19
2,12,32,5.17
2,12,64,6.31
2,12,128,27.15
2,12,256,62.57
2,12,512,46.74
2,12,1024,45.42
2,12,2048,68.32
2,12,4096,89.31
2,12,8192,107.56
2,12,16384,42.65
2,12,32768,68.17
2,12,65536,94.39
2,12,131072,159.93
2,12,262144,296.88
2,12,524288,566.74
2,12,1048576,1134.75
2,16,1,8.23
2,16,2,2.33
2,16,4,19.35
2,16,8,15.62
2,16,16,2.24
2,16,32,4.24
2,16,64,3.37
2,16,128,39.08
2,16,256,43.55
2,16,512,43.21
2,16,1024,36.79
2,16,2048,89.44
2,16,4096,93.33
2,16,8192,124.64
2,16,16384,63.33
2,16,32768,76.40
2,16,65536,128.47
2,16,131072,225.55
2,16,262144,417.20
2,16,524288,758.03
2,16,1048576,1438.81
2,24,1,122.76
2,24,2,68.65
2,24,4,7.97
2,24,8,37.78
2,24,16,108.53
2,24,32,7.30
2,24,64,111.45
2,24,128,58.47
2,24,256,69.12
2,24,512,45.58
2,24,1024,62.82
2,24,2048,108.34
2,24,4096,136.07
2,24,8192,173.25
2,24,16384,89.61
2,24,32768,99.78
2,24,65536,164.95
2,24,131072,280.45
2,24,262144,510.61
2,24,524288,938.19
2,24,1048576,1927.75
2,48,1,1391.38
2,48,2,340.51
2,48,4,299.14
2,48,8,180.27
2,48,16,15.78
2,48,32,392.84
2,48,64,11.35
2,48,128,393.13
2,48,256,48.29
2,48,512,65.13
2,48,1024,74.19
2,48,2048,147.98
2,48,4096,146.23
2,48,8192,197.22
2,48,16384,102.45
2,48,32768,113.41
2,48,65536,164.73
2,48,131072,284.15
2,48,262144,497.28
2,48,524288,965.12
2,48,1048576,1902.47
5,2,1,670.68
5,2,2,0.77
5,2,4,0.64
5,2,8,0.60
5,2,16,0.59
5,2,32,0.90
5,2,64,0.77
5,2,128,6.68
5,2,256,23.20
5,2,512,6.64
5,2,1024,7.07
5,2,2048,7.05
5,2,4096,31.29
5,2,8192,27.05
5,2,16384,11.30
5,2,32768,41.22
5,2,65536,16.45
5,2,131072,25.01
5,2,262144,42.63
5,2,524288,80.28
5,2,1048576,181.88
5,4,1,2.96
5,4,2,0.93
5,4,4,0.86
5,4,8,0.76
5,4,16,0.86
5,4,32,4.33
5,4,64,4.28
5,4,128,13.18
5,4,256,21.07
5,4,512,13.20
5,4,1024,13.46
5,4,2048,26.38
5,4,4096,47.40
5,4,8192,54.97
5,4,16384,21.97
5,4,32768,41.41
5,4,65536,50.08
5,4,131072,65.39
5,4,262144,111.48
5,4,524288,236.53
5,4,1048576,422.47
5,8,1,61.82
5,8,2,1.88
5,8,4,11.02
5,8,8,1.53
5,8,16,1.41
5,8,32,2.11
5,8,64,1.67
5,8,128,21.21
5,8,256,20.67
5,8,512,20.93
5,8,1024,40.16
5,8,2048,52.68
5,8,4096,133.46
5,8,8192,101.01
5,8,16384,39.30
5,8,32768,43.32
5,8,65536,75.97
5,8,131072,128.86
5,8,262144,227.92
5,8,524288,440.48
5,8,1048576,886.02
5,12,1,119.28
5,12,2,5.25
5,12,4,9.12
5,12,8,4.13
5,12,16,6.44
5,12,32,4.57
5,12,64,26.24
5,12,128,35.40
5,12,256,69.34
5,12,512,64.03
5,12,1024,54.01
5,12,2048,76.55
5,12,4096,88.33
5,12,8192,107.71
5,12,16384,59.69
5,12,32768,61.96
5,12,65536,92.24
5,12,131072,172.67
5,12,262144,293.34
5,12,524288,569.66
5,12,1048576,1103.55
5,16,1,34.21
5,16,2,2.96
5,16,4,17.68
5,16,8,16.68
5,16,16,2.21
5,16,32,3.51
5,16,64,2.85
5,16,128,36.23
5,16,256,25.69
5,16,512,39.00
5,16,1024,46.41
5,16,2048,75.77
5,16,4096,99.99
5,16,8192,139.21
5,16,16384,59.60
5,16,32768,66.64
5,16,65536,107.28
5,16,131072,190.01
5,16,262144,374.98
5,16,524288,689.82
5,16,1048576,1284.77
5,24,1,228.84
5,24,2,19.73
5,24,4,8.55
5,24,8,12.42
5,24,16,10.69
5,24,32,20.32
5,24,64,231.75
5,24,128,45.16
5,24,256,52.74
5,24,512,39.77
5,24,1024,53.23
5,24,2048,63.54
5,24,4096,119.18
5,24,8192,171.25
5,24,16384,67.87
5,24,32768,84.54
5,24,65536,139.92
5,24,131072,250.27
5,24,262144,459.99
5,24,524288,872.14
5,24,1048576,1694.32
5,48,1,6400.08
5,48,2,28.95
5,48,4,14.13
5,48,8,19.78
5,48,16,22.07
5,48,32,8.26
5,48,64,12.54
5,48,128,49.85
5,48,256,39.43
5,48,512,63.01
5,48,1024,73.00
5,48,2048,442.86
5,48,4096,126.55
5,48,8192,223.27
5,48,16384,95.79
5,48,32768,124.96
5,48,65536,195.83
5,48,131072,344.28
5,48,262144,629.97
